Frequency_THz,R_air,R_water
1.710155077538769319e+02,8.440195600592835801e-01,2.504933229320510657e-01
1.710555277638819405e+02,8.434157999815642404e-01,2.473883706428556817e-01
1.710955477738869490e+02,8.428031695951634372e-01,2.442962715453862454e-01
1.711355677838919291e+02,8.421815652871820213e-01,2.412173602952376594e-01
1.711755877938969377e+02,8.415508829117002154e-01,2.381519714135064136e-01
1.712156078039019462e+02,8.409110178010972270e-01,2.351004392266879961e-01
1.712556278139069548e+02,8.402618647777024830e-01,2.320630978063052963e-01
1.712956478239119633e+02,8.396033181657917011e-01,2.290402809083166291e-01
1.713356678339169434e+02,8.389352718039242429e-01,2.260323219123099303e-01
1.713756878439219520e+02,8.382576190576247477e-01,2.230395537604834555e-01
1.714157078539269605e+02,8.375702528324175944e-01,2.200623088964644980e-01
1.714557278639319691e+02,8.368730655872046453e-01,2.171009192039349278e-01
1.714957478739369776e+02,8.361659493480014804e-01,2.141557159451155101e-01
1.715357678839419577e+02,8.354487957220240180e-01,2.112270296991092255e-01
1.715757878939469663e+02,8.347214959121334044e-01,2.083151903001140282e-01
1.716158079039519748e+02,8.339839407316407272e-01,2.054205267755468967e-01
1.716558279139569834e+02,8.332360206194701080e-01,2.025433672840589727e-01
1.716958479239619919e+02,8.324776256556847276e-01,1.996840390534847520e-01
1.717358679339669720e+02,8.317086455773777809e-01,1.968428683187333217e-01
1.717758879439719806e+02,8.309289697949260312e-01,1.940201802596278613e-01
1.718159079539769891e+02,8.301384874086147336e-01,1.912162989387389267e-01
1.718559279639819977e+02,8.293370872256279336e-01,1.884315472391887569e-01
1.718959479739870062e+02,8.285246577774081356e-01,1.856662468024731227e-01
1.719359679839919863e+02,8.277010873373895627e-01,1.829207179663063787e-01
1.719759879939969949e+02,8.268662639390979008e-01,1.801952797024986008e-01
1.720160080040020034e+02,8.260200753946307373e-01,1.774902495549077752e-01
1.720560280140070120e+02,8.251624093135048188e-01,1.748059435774480530e-01
1.720960480240120205e+02,8.242931531218803398e-01,1.721426762721981474e-01
1.721360680340170006e+02,8.234121940821608199e-01,1.695007605276170892e-01
1.721760880440220092e+02,8.225194193129646836e-01,1.668805075568756680e-01
1.722161080540270177e+02,8.216147158094793124e-01,1.642822268363475224e-01
1.722561280640319978e+02,8.206979704641854667e-01,1.617062260442427846e-01
1.722961480740370348e+02,8.197690700879558534e-01,1.591528109994143625e-01
1.723361680840420149e+02,8.188279014315412718e-01,1.566222856003843811e-01
1.723761880940470235e+02,8.178743512074144739e-01,1.541149517645342693e-01
1.724162081040520320e+02,8.169083061120072653e-01,1.516311093675668520e-01
1.724562281140570121e+02,8.159296528483117594e-01,1.491710561831833814e-01
1.724962481240620207e+02,8.149382781488571093e-01,1.467350878230233580e-01
1.725362681340670292e+02,8.139340687990664902e-01,1.443234976768973388e-01
1.725762881440720378e+02,8.129169116609785695e-01,1.419365768532946381e-01
1.726163081540770463e+02,8.118866936973463400e-01,1.395746141202118817e-01
1.726563281640820264e+02,8.108433019961046595e-01,1.372378958463081888e-01
1.726963481740870350e+02,8.097866237952044965e-01,1.349267059423957527e-01
1.727363681840920435e+02,8.087165465078217652e-01,1.326413258033083409e-01
1.727763881940970521e+02,8.076329577479253174e-01,1.303820342501309515e-01
1.728164082041020606e+02,8.065357453562133072e-01,1.281491074728307034e-01
1.728564282141070407e+02,8.054247974264104881e-01,1.259428189732989534e-01
1.728964482241120493e+02,8.043000023319246683e-01,1.237634395088121897e-01
1.729364682341170578e+02,8.031612487528655420e-01,1.216112370359517802e-01
1.729764882441220664e+02,8.020084257034147956e-01,1.194864766549670332e-01
1.730165082541270749e+02,8.008414225595504865e-01,1.173894205546227587e-01
1.730565282641320550e+02,7.996601290871232504e-01,1.153203279575371054e-01
1.730965482741370636e+02,7.984644354702754576e-01,1.132794550660204402e-01
1.731365682841420721e+02,7.972542323402118658e-01,1.112670550084513543e-01
1.731765882941470807e+02,7.960294108043046712e-01,1.092833777861788036e-01
1.732166083041520892e+02,7.947898624755391772e-01,1.073286702209833576e-01
1.732566283141570693e+02,7.935354795022930841e-01,1.054031759031116566e-01
1.732966483241620779e+02,7.922661545984428511e-01,1.035071351398862971e-01
1.733366683341670864e+02,7.909817810738032362e-01,1.016407849049327794e-01
1.733766883441720950e+02,7.896822528648821393e-01,9.980435878800542060e-02
1.734167083541771035e+02,7.883674645659557445e-01,9.799808694545319998e-02
1.734567283641820836e+02,7.870373114604580778e-01,9.622219605132831255e-02
1.734967483741870922e+02,7.856916895526733224e-01,9.447690924914975419e-02
1.735367683841921007e+02,7.843304955997432160e-01,9.276244610435202542e-02
1.735767883941970808e+02,7.829536271439615502e-01,9.107902255741173736e-02
1.736168084042021178e+02,7.815609825453643245e-01,8.942685087767454633e-02
1.736568284142070979e+02,7.801524610146202132e-01,8.780613961791683408e-02
1.736968484242121065e+02,7.787279626461797166e-01,8.621709356960594040e-02
1.737368684342171150e+02,7.772873884517261800e-01,8.465991371893444306e-02
1.737768884442220951e+02,7.758306403938812768e-01,8.313479720359140401e-02
1.738169084542271037e+02,7.743576214201776109e-01,8.164193727030588654e-02
1.738569284642321122e+02,7.728682354972974400e-01,8.018152323318061825e-02
1.738969484742371208e+02,7.713623876455533157e-01,7.875374043281091474e-02
1.739369684842421293e+02,7.698399839736193018e-01,7.735877019621495432e-02
1.739769884942471094e+02,7.683009317134994465e-01,7.599678979758317521e-02
1.740170085042521180e+02,7.667451392557229628e-01,7.466797241985367872e-02
1.740570285142571265e+02,7.651725161847731105e-01,7.337248711714083882e-02
1.740970485242621351e+02,7.635829733147225795e-01,7.211049877800634889e-02
1.741370685342671436e+02,7.619764227250813704e-01,7.088216808960290383e-02
1.741770885442721237e+02,7.603527777968482892e-01,6.968765150269107256e-02
1.742171085542771323e+02,7.587119532487468510e-01,6.852710119754090723e-02
1.742571285642821408e+02,7.570538651736592461e-01,6.740066505073782910e-02
1.742971485742871494e+02,7.553784310752247322e-01,6.630848660288812813e-02
1.743371685842921579e+02,7.536855699046109969e-01,6.525070502724539256e-02
1.743771885942971380e+02,7.519752020974463935e-01,6.422745509926353069e-02
1.744172086043021466e+02,7.502472496108939515e-01,6.323886716708349010e-02
1.744572286143071551e+02,7.485016359608804848e-01,6.228506712296977277e-02
1.744972486243121637e+02,7.467382862594451609e-01,6.136617637569652395e-02
1.745372686343171722e+02,7.449571272522157450e-01,6.048231182389784966e-02
1.745772886443221523e+02,7.431580873559986422e-01,5.963358583038858018e-02
1.746173086543271609e+02,7.413410966964648630e-01,5.882010619746191882e-02
1.746573286643321694e+02,7.395060871459426810e-01,5.804197614317740950e-02
1.746973486743371780e+02,7.376529923612794581e-01,5.729929427863711400e-02
1.747373686843421865e+02,7.357817478217835161e-01,5.659215458626576378e-02
1.747773886943471666e+02,7.338922908672267376e-01,5.592064639909644086e-02
1.748174087043521752e+02,7.319845607358939077e-01,5.528485438106833794e-02
1.748574287143571837e+02,7.300584986026851242e-01,5.468485850834892137e-02
1.748974487243621638e+02,7.281140476172351939e-01,5.412073405167650009e-02
1.749374687343671724e+02,7.261511529420530131e-01,5.359255155973419171e-02
1.749774887443721809e+02,7.241697617906803774e-01,5.310037684356327947e-02
1.750175087543771895e+02,7.221698234658310289e-01,5.264427096201340639e-02
1.750575287643821980e+02,7.201512893975245966e-01,5.222429020824015389e-02
1.750975487743871781e+02,7.181141131811891176e-01,5.184048609725111501e-02
1.751375687843921867e+02,7.160582506157207039e-01,5.149290535450523620e-02
1.751775887943971952e+02,7.139836597415033514e-01,5.118158990557042376e-02
1.752176088044022038e+02,7.118903008783528108e-01,5.090657686683919270e-02
1.752576288144072123e+02,7.097781366633910682e-01,5.066789853730835347e-02
1.752976488244121924e+02,7.076471320888326755e-01,5.046558239142362456e-02
1.753376688344172010e+02,7.054972545396633876e-01,5.029965107299205762e-02
1.753776888444222095e+02,7.033284738312188811e-01,5.017012239016471753e-02
1.754177088544272181e+02,7.011407622466244716e-01,5.007700931148928447e-02
1.754577288644322266e+02,6.989340945741000510e-01,5.002031996303557548e-02
1.754977488744372067e+02,6.967084481441159216e-01,5.000005762659454067e-02
1.755377688844422153e+02,6.944638028663729923e-01,5.001622073895040099e-02
1.755777888944472238e+02,6.922001412666199949e-01,5.006880289222748193e-02
1.756178089044522324e+02,6.899174485232650866e-01,5.015779283531052180e-02
1.756578289144572409e+02,6.876157125037861695e-01,5.028317447633812165e-02
1.756978489244622210e+02,6.852949238009250488e-01,5.044492688627000287e-02
1.757378689344672296e+02,6.829550757686385642e-01,5.064302430352474182e-02
1.757778889444722381e+02,6.805961645578200159e-01,5.087743613968820355e-02
1.758179089544772467e+02,6.782181891517435890e-01,5.114812698628967702e-02
1.758579289644822552e+02,6.758211514012419929e-01,5.145505662264537872e-02
1.758979489744872353e+02,6.734050560595967738e-01,5.179818002476477279e-02
1.759379689844922439e+02,6.709699108171153226e-01,5.217744737531926358e-02
1.759779889944972524e+02,6.685157263354108981e-01,5.259280407466659923e-02
1.760180090045022325e+02,6.660425162813333744e-01,5.304419075293187458e-02
1.760580290145072695e+02,6.635502973605550414e-01,5.353154328314024823e-02
1.760980490245122496e+02,6.610390893508220067e-01,5.405479279539071591e-02
1.761380690345172582e+02,6.585089151347874870e-01,5.461386569208226405e-02
1.761780890445222667e+02,6.559598007325017077e-01,5.520868366416664674e-02
1.762181090545272468e+02,6.533917753334712586e-01,5.583916370844155264e-02
1.762581290645322554e+02,6.508048713283041131e-01,5.650521814586928482e-02
1.762981490745372639e+02,6.481991243399372049e-01,5.720675464091384832e-02
1.763381690845422725e+02,6.455745732544015958e-01,5.794367622189788847e-02
1.763781890945472810e+02,6.429312602511347841e-01,5.871588130236671255e-02
1.764182091045522611e+02,6.402692308328170601e-01,5.952326370345550899e-02
1.764582291145572697e+02,6.375885338547098158e-01,6.036571267725421297e-02
1.764982491245622782e+02,6.348892215535070216e-01,6.124311293115669574e-02
1.765382691345672868e+02,6.321713495756499102e-01,6.215534465319594304e-02
1.765782891445722953e+02,6.294349770051157478e-01,6.310228353834979043e-02
1.766183091545772754e+02,6.266801663906611530e-01,6.408380081581277476e-02
1.766583291645822840e+02,6.239069837724903200e-01,6.509976327722710732e-02
1.766983491745872925e+02,6.211154987083680190e-01,6.615003330585578212e-02
1.767383691845923011e+02,6.183057842991207531e-01,6.723446890670203846e-02
1.767783891945973096e+02,6.154779172135418364e-01,6.835292373755508244e-02
1.768184092046022897e+02,6.126319777126774113e-01,6.950524714095640544e-02
1.768584292146072983e+02,6.097680496734663169e-01,7.069128417708103740e-02
1.768984492246123068e+02,6.068862206117547897e-01,7.191087565751141941e-02
1.769384692346173154e+02,6.039865817046246033e-01,7.316385817991011287e-02
1.769784892446223239e+02,6.010692278120590704e-01,7.445006416356791945e-02
1.770185092546273040e+02,5.981342574979142679e-01,7.576932188582163885e-02
1.770585292646323126e+02,5.951817730501791637e-01,7.712145551933313747e-02
1.770985492746373211e+02,5.922118805005370801e-01,7.850628517020785679e-02
1.771385692846423296e+02,5.892246896431736491e-01,7.992362691695586996e-02
1.771785892946473382e+02,5.862203140528523537e-01,8.137329285027250503e-02
1.772186093046523183e+02,5.831988711022291216e-01,8.285509111362987511e-02
1.772586293146573269e+02,5.801604819783856559e-01,8.436882594467265406e-02
1.772986493246623354e+02,5.771052716985993758e-01,8.591429771738989807e-02
1.773386693346673155e+02,5.740333691252946791e-01,8.749130298507035164e-02
1.773786893446723525e+02,5.709449069801822985e-01,8.909963452401903350e-02
1.774187093546773326e+02,5.678400218576065139e-01,9.073908137800534845e-02
1.774587293646823412e+02,5.647188542370032982e-01,9.240942890347447758e-02
1.774987493746873497e+02,5.615815484945617664e-01,9.411045881544921610e-02
1.775387693846923298e+02,5.584282529139946716e-01,9.584194923415800815e-02
1.775787893946973384e+02,5.552591196964367093e-01,9.760367473235365132e-02
1.776188094047023469e+02,5.520743049694778470e-01,9.939540638330157662e-02
1.776588294147073555e+02,5.488739687952782775e-01,1.012169118094429221e-01
1.776988494247123640e+02,5.456582751777870888e-01,1.030679552317039782e-01
1.777388694347173441e+02,5.424273920690410034e-01,1.049482975194397927e-01
1.777788894447223527e+02,5.391814913745214266e-01,1.068576962410054954e-01
1.778189094547273612e+02,5.359207489575937844e-01,1.087959057149199271e-01
1.778589294647323698e+02,5.326453446429718630e-01,1.107626770616344514e-01
1.778989494747373783e+02,5.293554622192311321e-01,1.127577582558685343e-01
1.779389694847423584e+02,5.260512894403510664e-01,1.147808941795078752e-01
1.779789894947473670e+02,5.227330180262613757e-01,1.168318266750517642e-01
1.780190095047523755e+02,5.194008436624224512e-01,1.189102945995772487e-01
1.780590295147573840e+02,5.160549659983786341e-01,1.210160338792287682e-01
1.780990495247623926e+02,5.126955886453143929e-01,1.231487775641997295e-01
1.781390695347673727e+02,5.093229191725909821e-01,1.253082558841935867e-01
1.781790895447723813e+02,5.059371691032421570e-01,1.274941963043594306e-01
1.782191095547773898e+02,5.025385539084594733e-01,1.297063235816594551e-01
1.782591295647823983e+02,4.991272930010077213e-01,1.319443598216859526e-01
1.782991495747874069e+02,4.957036097276010800e-01,1.342080245358857615e-01
1.783391695847923870e+02,4.922677313602200622e-01,1.364970346991852823e-01
1.783791895947973956e+02,4.888198890863493240e-01,1.388111048080065135e-01
1.784192096048024041e+02,4.853603179981664795e-01,1.411499469386334749e-01
1.784592296148074126e+02,4.818892570806270204e-01,1.435132708059451145e-01
1.784992496248124212e+02,4.784069491984748179e-01,1.459007838224731790e-01
1.785392696348174013e+02,4.749136410821609977e-01,1.483121911577773844e-01
1.785792896448224099e+02,4.714095833126529800e-01,1.507471957981272315e-01
1.786193096548274184e+02,4.678950303051654380e-01,1.532054986064509405e-01
1.786593296648323985e+02,4.643702402917615490e-01,1.556867983825659385e-01
1.786993496748374071e+02,4.608354753028418571e-01,1.581907919236573701e-01
1.787393696848424156e+02,4.572910011475396774e-01,1.607171740849739905e-01
1.787793896948474242e+02,4.537370873929718051e-01,1.632656378407567610e-01
1.788194097048524327e+02,4.501740073423772248e-01,1.658358743453566264e-01
1.788594297148574128e+02,4.466020380121306643e-01,1.684275729945340361e-01
1.788994497248624214e+02,4.430214601076132297e-01,1.710404214869311046e-01
1.789394697348674299e+02,4.394325579979771468e-01,1.736741058856746678e-01
1.789794897448724385e+02,4.358356196897520962e-01,1.763283106801264433e-01
1.790195097548774470e+02,4.322309367993282248e-01,1.790027188477388842e-01
1.790595297648824271e+02,4.286188045243040645e-01,1.816970119160072894e-01
1.790995497748874357e+02,4.249995216136832621e-01,1.844108700245121746e-01
1.791395697848924442e+02,4.213733903369610845e-01,1.871439719870044982e-01
1.791795897948974527e+02,4.177407164520460792e-01,1.898959953535577228e-01
1.792196098049024613e+02,4.141018091720591321e-01,1.926666164727399710e-01
1.792596298149074414e+02,4.104569811309953797e-01,1.954555105537986170e-01
1.792996498249124500e+02,4.068065483482378175e-01,1.982623517288518711e-01
1.793396698349174585e+02,4.031508301919647930e-01,2.010868131150413962e-01
1.793796898449224670e+02,3.994901493413983706e-01,2.039285668766669390e-01
1.794197098549274756e+02,3.958248317479385325e-01,2.067872842872595651e-01
1.794597298649324557e+02,3.921552065951696697e-01,2.096626357915861716e-01
1.794997498749374643e+02,3.884816062577323148e-01,2.125542910675779495e-01
1.795397698849424728e+02,3.848043662591013048e-01,2.154619190881384982e-01
1.795797898949474813e+02,3.811238252282232453e-01,2.183851881828549057e-01
1.796198099049524899e+02,3.774403248550562417e-01,2.213237660995659439e-01
1.796598299149574700e+02,3.737542098450036820e-01,2.242773200657807164e-01
1.796998499249624786e+02,3.700658278722365746e-01,2.272455168499445399e-01
1.797398699349674871e+02,3.663755295319455207e-01,2.302280228225036529e-01
1.797798899449724956e+02,3.626836682914801324e-01,2.332245040167955086e-01
1.798199099549775042e+02,3.589906004404194162e-01,2.362346261897185773e-01
1.798599299649824843e+02,3.552966850395682386e-01,2.392580548821758857e-01
1.798999499749874929e+02,3.516022838688738217e-01,2.422944554792900718e-01
1.799399699849925014e+02,3.479077613743101205e-01,2.453434932703401072e-01
1.799799899949974815e+02,3.442134846136875037e-01,2.484048335084482195e-01
1.800200100050024901e+02,3.405198232014214899e-01,2.514781414699825968e-01
1.800600300150074986e+02,3.368271492522930677e-01,2.545630825136407926e-01
1.801000500250125071e+02,3.331358373241593007e-01,2.576593221392425859e-01
1.801400700350175157e+02,3.294462643596657303e-01,2.607665260461843326e-01
1.801800900450224958e+02,3.257588096269562472e-01,2.638843601915530357e-01
1.802201100550275044e+02,3.220738546593785445e-01,2.670124908478956893e-01
1.802601300650325129e+02,3.183917831942372212e-01,2.701505846605992689e-01
1.803001500750375214e+02,3.147129811105516817e-01,2.732983087049113413e-01
1.803401700850425300e+02,3.110378363658734546e-01,2.764553305425547780e-01
1.803801900950475101e+02,3.073667389321580456e-01,2.796213182779345718e-01
1.804202101050525187e+02,3.037000807306962091e-01,2.827959406139364251e-01
1.804602301150575272e+02,3.000382555661545991e-01,2.859788669072692580e-01
1.805002501250625357e+02,2.963816590596856093e-01,2.891697672233858318e-01
1.805402701350675443e+02,2.927306885811661319e-01,2.923683123909337489e-01
1.805802901450725244e+02,2.890857431805591293e-01,2.955741740557386033e-01
1.806203101550775330e+02,2.854472235184056794e-01,2.987870247343158425e-01
1.806603301650825415e+02,2.818155317955001182e-01,3.020065378668692624e-01
1.807003501750875500e+02,2.781910716817117546e-01,3.052323878698072201e-01
1.807403701850925586e+02,2.745742482440088894e-01,3.084642501877323806e-01
1.807803901950975387e+02,2.709654678736891364e-01,3.117018013449078806e-01
1.808204102051025473e+02,2.673651382128200416e-01,3.149447189961958049e-01
1.808604302151075558e+02,2.637736680799450673e-01,3.181926819774281157e-01
1.809004502251125643e+02,2.601914673950228574e-01,3.214453703552428987e-01
1.809404702351175729e+02,2.566189471036556258e-01,3.247024654763425167e-01
1.809804902451225530e+02,2.530565191006125536e-01,3.279636500161750012e-01
1.810205102551275615e+02,2.495045961526537459e-01,3.312286080270415711e-01
1.810605302651325701e+02,2.459635918207138117e-01,3.344970249855849787e-01
1.811005502751375502e+02,2.424339203814136479e-01,3.377685878396959884e-01
1.811405702851425872e+02,2.389159967479439484e-01,3.410429850548075681e-01
1.811805902951475673e+02,2.354102363903785022e-01,3.443199066595338254e-01
1.812206103051525758e+02,2.319170552553381226e-01,3.475990442907376243e-01
1.812606303151575844e+02,2.284368696851514224e-01,3.508800912379015369e-01
1.813006503251625645e+02,2.249700963364347217e-01,3.541627424868891705e-01
1.813406703351675731e+02,2.215171520981497055e-01,3.574466947630504654e-01
1.813806903451725816e+02,2.180784540091843526e-01,3.607316465736463140e-01
1.814207103551775901e+02,2.146544191754286013e-01,3.640172982496289178e-01
1.814607303651825987e+02,2.112454646864065921e-01,3.673033519867373031e-01
1.815007503751875788e+02,2.078520075314748139e-01,3.705895118859106052e-01
1.815407703851925874e+02,2.044744645155975871e-01,3.738754839930287233e-01
1.815807903951975959e+02,2.011132521747585056e-01,3.771609763379347724e-01
1.816208104052026044e+02,1.977687866909839665e-01,3.804456989727834082e-01
1.816608304152076130e+02,1.944414838070384066e-01,3.837293640096733349e-01
1.817008504252125931e+02,1.911317587408022378e-01,3.870116856575708253e-01
1.817408704352176017e+02,1.878400260993469129e-01,3.902923802585295809e-01
1.817808904452226102e+02,1.845666997927649655e-01,3.935711663231704627e-01
1.818209104552276187e+02,1.813121929477334859e-01,3.968477645654584496e-01
1.818609304652326273e+02,1.780769178208705394e-01,4.001218979367429096e-01
1.819009504752376074e+02,1.748612857118990727e-01,4.033932916590641238e-01
1.819409704852426160e+02,1.716657068766307415e-01,4.066616732577376103e-01
1.819809904952476245e+02,1.684905904398299459e-01,4.099267725931758366e-01
1.820210105052526330e+02,1.653363443079378658e-01,4.131883218919909506e-01
1.820610305152576416e+02,1.622033750817164499e-01,4.164460557773415617e-01
1.821010505252626217e+02,1.590920879688273448e-01,4.196997112985314526e-01
1.821410705352676302e+02,1.560028866963597549e-01,4.229490279598699387e-01
1.821810905452726388e+02,1.529361734233668502e-01,4.261937477487567905e-01
1.822211105552776473e+02,1.498923486533934035e-01,4.294336151630361309e-01
1.822611305652826559e+02,1.468718111470539434e-01,4.326683772375825021e-01
1.823011505752876360e+02,1.438749578346764091e-01,4.358977835701298709e-01
1.823411705852926445e+02,1.409021837290269641e-01,4.391215863463537317e-01
1.823811905952976531e+02,1.379538818381756959e-01,4.423395403641698365e-01
1.824212106053026332e+02,1.350304430784886600e-01,4.455514030572939599e-01
1.824612306153076702e+02,1.321322561877910085e-01,4.487569345180431046e-01
1.825012506253126503e+02,1.292597076387590471e-01,4.519558975193408434e-01
1.825412706353176588e+02,1.264131815524884850e-01,4.551480575360191683e-01
1.825812906453226674e+02,1.235930596123662184e-01,4.583331827653026047e-01
1.826213106553276475e+02,1.207997209781910275e-01,4.615110441465653524e-01
1.826613306653326561e+02,1.180335422006044688e-01,4.646814153803271452e-01
1.827013506753376646e+02,1.152948971358721542e-01,4.678440729464697356e-01
1.827413706853426731e+02,1.125841568610064236e-01,4.709987961217182439e-01
1.827813906953476817e+02,1.099016895892864776e-01,4.741453669963551221e-01
1.828214107053526618e+02,1.072478605861922896e-01,4.772835704901792209e-01
1.828614307153576704e+02,1.046230320857702845e-01,4.804131943677235617e-01
1.829014507253626789e+02,1.020275632074862937e-01,4.835340292526994488e-01
1.829414707353676874e+02,9.946180987355257574e-02,4.866458686417146629e-01
1.829814907453726960e+02,9.692612472678718838e-02,4.897485089172344819e-01
1.830215107553776761e+02,9.442085704901859167e-02,4.928417493597989640e-01
1.830615307653826846e+02,9.194635268005679762e-02,4.959253921595107029e-01
1.831015507753876932e+02,8.950295393728191495e-02,4.989992424267633009e-01
1.831415707853927017e+02,8.709099953584009679e-02,5.020631082022575242e-01
1.831815907953977103e+02,8.471082450950162546e-02,5.051168004662758282e-01
1.832216108054026904e+02,8.236276013219667735e-02,5.081601331472296312e-01
1.832616308154076989e+02,8.004713384024608747e-02,5.111929231294947140e-01
1.833016508254127075e+02,7.776426915533796169e-02,5.142149902605053224e-01
1.833416708354177160e+02,7.551448560824214340e-02,5.172261573571554916e-01
1.833816908454227246e+02,7.329809866331293833e-02,5.202262502114788356e-01
1.834217108554277047e+02,7.111541964379575198e-02,5.232150975956235683e-01
1.834617308654327132e+02,6.896675565795562513e-02,5.261925312661354104e-01
1.835017508754377218e+02,6.685240952607529596e-02,5.291583859675247359e-01
1.835417708854427303e+02,6.477267970831468435e-02,5.321124994351638104e-01
1.835817908954477389e+02,6.272786023348253526e-02,5.350547123974870312e-01
1.836218109054527190e+02,6.071824062873043548e-02,5.379848685775125983e-01
1.836618309154577275e+02,5.874410585019251840e-02,5.409028146936984971e-01
1.837018509254627361e+02,5.680573621461004752e-02,5.438084004601108079e-01
1.837418709354677162e+02,5.490340733193865841e-02,5.467014785859463100e-01
1.837818909454727248e+02,5.303739003897545157e-02,5.495819047743997210e-01
1.838219109554777333e+02,5.120795033403746643e-02,5.524495377208618052e-01
1.838619309654827418e+02,4.941534931269064845e-02,5.553042391104936470e-01
1.839019509754877504e+02,4.765984310456816697e-02,5.581458736151537758e-01
1.839419709854927305e+02,4.594168281129629161e-02,5.609743088896944618e-01
1.839819909954977390e+02,4.426111444553959551e-02,5.637894155676439478e-01
1.840220110055027476e+02,4.261837887120678570e-02,5.665910672562521899e-01
1.840620310155077561e+02,4.101371174481172055e-02,5.693791405309458487e-01
1.841020510255127647e+02,3.944734345802813902e-02,5.721535149291714362e-01
1.841420710355177448e+02,3.791949908145286763e-02,5.749140729436428288e-01
1.841820910455227533e+02,3.643039830958894054e-02,5.776607000150097981e-01
1.842221110555277619e+02,3.498025540708571413e-02,5.803932845239281324e-01
1.842621310655327704e+02,3.356927915623209024e-02,5.831117177825742015e-01
1.843021510755377790e+02,3.219767280573682111e-02,5.858158940255873137e-01
1.843421710855427591e+02,3.086563402080821916e-02,5.885057104004522976e-01
1.843821910955477676e+02,2.957335483454615055e-02,5.911810669573444033e-01
1.844222111055527762e+02,2.832102160067628827e-02,5.938418666384119859e-01
1.844622311155577847e+02,2.710881494762551469e-02,5.964880152665470447e-01
1.845022511255627933e+02,2.593690973396578503e-02,5.991194215336195228e-01
1.845422711355677734e+02,2.480547500524166171e-02,6.017359969881961312e-01
1.845822911455727819e+02,2.371467395218640473e-02,6.043376560227591288e-01
1.846223111555777905e+02,2.266466387035903640e-02,6.069243158604079591e-01
1.846623311655827990e+02,2.165559612119594135e-02,6.094958965410868235e-01
1.847023511755878076e+02,2.068761609450509020e-02,6.120523209073210902e-01
1.847423711855927877e+02,1.976086317241088075e-02,6.145935145894787510e-01
1.847823911955977962e+02,1.887547069475836725e-02,6.171194059905764639e-01
1.848224112056028048e+02,1.803156592600019259e-02,6.196299262706097544e-01
1.848624312156077849e+02,1.722927002356389181e-02,6.221250093304524498e-01
1.849024512256128219e+02,1.646869800771644243e-02,6.246045917953180204e-01
1.849424712356178020e+02,1.574995873294704474e-02,6.270686129977651735e-01
1.849824912456228105e+02,1.507315486085258893e-02,6.295170149603247500e-01
1.850225112556278191e+02,1.443838283456511107e-02,6.319497423776726519e-01
1.850625312656327992e+02,1.384573285470858117e-02,6.343667425984231834e-01
1.851025512756378077e+02,1.329528885690056672e-02,6.367679656065288185e-01
1.851425712856428163e+02,1.278712849081131697e-02,6.391533640022777352e-01
1.851825912956478248e+02,1.232132310077838078e-02,6.415228929829333016e-01
1.852226113056528334e+02,1.189793770799096873e-02,6.438765103229979747e-01
1.852626313156578135e+02,1.151703099424661314e-02,6.462141763541184858e-01
1.853026513256628220e+02,1.117865528728623215e-02,6.485358539446521853e-01
1.853426713356678306e+02,1.088285654771492528e-02,6.508415084788765625e-01
1.853826913456728391e+02,1.062967435750983292e-02,6.531311078358846833e-01
1.854227113556778477e+02,1.041914191012094371e-02,6.554046223681514460e-01
1.854627313656828278e+02,1.025128600216884678e-02,6.576620248797877544e-01
1.855027513756878363e+02,1.012612702674020593e-02,6.599032906045003699e-01
1.855427713856928449e+02,1.004367896828584072e-02,6.621283971832410131e-01
1.855827913956978534e+02,1.000394939912119252e-02,6.643373246415877897e-01
1.856228114057028620e+02,1.000693947753117374e-02,6.665300553668422889e-01
1.856628314157078421e+02,1.005264394748084378e-02,6.687065740848614492e-01
1.857028514257128506e+02,1.014105113993024609e-02,6.708668678366390692e-01
1.857428714357178592e+02,1.027214297575451685e-02,6.730109259546233069e-01
1.857828914457228677e+02,1.044589497026737757e-02,6.751387400388121351e-01
1.858229114557278763e+02,1.066227623934690172e-02,6.772503039326087659e-01
1.858629314657328564e+02,1.092124950716111265e-02,6.793456136984579175e-01
1.859029514757378649e+02,1.122277111549141448e-02,6.814246675932758013e-01
1.859429714857428735e+02,1.156679103464841596e-02,6.834874660436629501e-01
1.859829914957478820e+02,1.195325287597936992e-02,6.855340116209374113e-01
1.860230115057528906e+02,1.238209390596123338e-02,6.875643090159737625e-01
1.860630315157578707e+02,1.285324506187324189e-02,6.895783650138678222e-01
1.861030515257628792e+02,1.336663096904799897e-02,6.915761884684373806e-01
1.861430715357678878e+02,1.392216995968686977e-02,6.935577902765521774e-01
1.861830915457728679e+02,1.451977409324245460e-02,6.955231833523239926e-01
1.862231115557779049e+02,1.515934917835670692e-02,6.974723826011571814e-01
1.862631315657828850e+02,1.584079479634104004e-02,6.994054048936440005e-01
1.863031515757878935e+02,1.656400432620641627e-02,7.013222690393698944e-01
1.863431715857929021e+02,1.732886497121410851e-02,7.032229957605674597e-01
1.863831915957978822e+02,1.813525778695457280e-02,7.051076076656825897e-01
1.864232116058028907e+02,1.898305771093800054e-02,7.069761292228392557e-01
1.864632316158078993e+02,1.987213359368256160e-02,7.088285867332005941e-01
1.865032516258129078e+02,2.080234823129722965e-02,7.106650083042587163e-01
