Frequency_THz,R_air,R_water
1.554877438719359759e+02,8.876091879600777057e-01,8.843311517729408600e-01
1.555277638819409844e+02,8.875771483149283991e-01,8.842258387804523556e-01
1.555677838919459646e+02,8.875451077974496616e-01,8.841190391062072607e-01
1.556078039019509731e+02,8.875130663767653028e-01,8.840107262867085147e-01
1.556478239119559817e+02,8.874810240209567436e-01,8.839008734721433003e-01
1.556878439219609902e+02,8.874489806970299322e-01,8.837894534225965160e-01
1.557278639319659703e+02,8.874169363708803715e-01,8.836764385042668035e-01
1.557678839419709789e+02,8.873848910072585916e-01,8.835618006856870155e-01
1.558079039519759874e+02,8.873528445697332900e-01,8.834455115339509002e-01
1.558479239619809960e+02,8.873207970206540285e-01,8.833275422109445607e-01
1.558879439719860045e+02,8.872887483211127080e-01,8.832078634695879060e-01
1.559279639819909846e+02,8.872566984309033788e-01,8.830864456500827631e-01
1.559679839919959932e+02,8.872246473084818286e-01,8.829632586761725355e-01
1.560080040020010017e+02,8.871925949109235043e-01,8.828382720514130755e-01
1.560480240120060103e+02,8.871605411938796593e-01,8.827114548554546580e-01
1.560880440220109904e+02,8.871284861115333875e-01,8.825827757403403862e-01
1.561280640320159989e+02,8.870964296165529950e-01,8.824522029268168088e-01
1.561680840420210075e+02,8.870643716600455919e-01,8.823197042006633017e-01
1.562081040520260160e+02,8.870323121915074660e-01,8.821852469090382121e-01
1.562481240620310246e+02,8.870002511587747884e-01,8.820487979568439885e-01
1.562881440720360047e+02,8.869681885079717665e-01,8.819103238031136272e-01
1.563281640820410132e+02,8.869361241834575749e-01,8.817697904574179901e-01
1.563681840920460218e+02,8.869040581277721769e-01,8.816271634762983256e-01
1.564082041020510303e+02,8.868719902815799250e-01,8.814824079597212148e-01
1.564482241120560388e+02,8.868399205836118293e-01,8.813354885475624956e-01
1.564882441220610190e+02,8.868078489706063827e-01,8.811863694161164995e-01
1.565282641320660275e+02,8.867757753772483875e-01,8.810350142746367075e-01
1.565682841420710361e+02,8.867436997361062279e-01,8.808813863619070483e-01
1.566083041520760446e+02,8.867116219775669217e-01,8.807254484428439500e-01
1.566483241620810531e+02,8.866795420297705066e-01,8.805671628051354727e-01
1.566883441720860333e+02,8.866474598185406508e-01,8.804064912559131928e-01
1.567283641820910418e+02,8.866153752673154864e-01,8.802433951184638339e-01
1.567683841920960504e+02,8.865832882970743345e-01,8.800778352289790885e-01
1.568084042021010589e+02,8.865511988262647636e-01,8.799097719333458523e-01
1.568484242121060674e+02,8.865191067707248740e-01,8.797391650839796462e-01
1.568884442221110476e+02,8.864870120436054712e-01,8.795659740367017809e-01
1.569284642321160561e+02,8.864549145552900189e-01,8.793901576476629289e-01
1.569684842421210647e+02,8.864228142133105948e-01,8.792116742703144361e-01
1.570085042521260732e+02,8.863907109222635139e-01,8.790304817524292602e-01
1.570485242621310533e+02,8.863586045837215099e-01,8.788465374331735358e-01
1.570885442721360619e+02,8.863264950961434741e-01,8.786597981402327617e-01
1.571285642821410704e+02,8.862943823547827504e-01,8.784702201869927229e-01
1.571685842921460790e+02,8.862622662515914351e-01,8.782777593697764784e-01
1.572086043021510591e+02,8.862301466751230095e-01,8.780823709651425224e-01
1.572486243121560676e+02,8.861980235104321979e-01,8.778840097272403442e-01
1.572886443221610762e+02,8.861658966389719394e-01,8.776826298852333785e-01
1.573286643321660847e+02,8.861337659384873611e-01,8.774781851407830180e-01
1.573686843421710932e+02,8.861016312829075314e-01,8.772706286656014596e-01
1.574087043521760734e+02,8.860694925422334389e-01,8.770599130990726078e-01
1.574487243621810819e+02,8.860373495824233059e-01,8.768459905459441428e-01
1.574887443721860905e+02,8.860052022652756820e-01,8.766288125740933079e-01
1.575287643821910990e+02,8.859730504483074309e-01,8.764083302123661934e-01
1.575687843921961075e+02,8.859408939846307174e-01,8.761844939484955130e-01
1.576088044022010877e+02,8.859087327228247766e-01,8.759572537270972070e-01
1.576488244122060962e+02,8.858765665068052408e-01,8.757265589477476464e-01
1.576888444222111048e+02,8.858443951756906909e-01,8.754923584631464362e-01
1.577288644322161133e+02,8.858122185636633228e-01,8.752546005773624849e-01
1.577688844422211218e+02,8.857800364998290599e-01,8.750132330441693362e-01
1.578089044522261020e+02,8.857478488080710033e-01,8.747682030654708729e-01
1.578489244622311105e+02,8.857156553069014393e-01,8.745194572898179475e-01
1.578889444722361191e+02,8.856834558093081844e-01,8.742669418110206037e-01
1.579289644822411276e+02,8.856512501225980438e-01,8.740106021668577752e-01
1.579689844922461361e+02,8.856190380482358293e-01,8.737503833378834628e-01
1.580090045022511163e+02,8.855868193816786027e-01,8.734862297463368286e-01
1.580490245122561248e+02,8.855545939122072552e-01,8.732180852551545414e-01
1.580890445222611334e+02,8.855223614227514251e-01,8.729458931670892596e-01
1.581290645322661419e+02,8.854901216897121952e-01,8.726695962239365834e-01
1.581690845422711504e+02,8.854578744827784620e-01,8.723891366058713626e-01
1.582091045522761306e+02,8.854256195647397520e-01,8.721044559308991362e-01
1.582491245622811391e+02,8.853933566912938202e-01,8.718154952544194813e-01
1.582891445722861476e+02,8.853610856108485860e-01,8.715221950689099328e-01
1.583291645822911562e+02,8.853288060643212942e-01,8.712244953037283635e-01
1.583691845922961363e+02,8.852965177849293488e-01,8.709223353250371558e-01
1.584092046023011449e+02,8.852642204979792595e-01,8.706156539358528290e-01
1.584492246123061534e+02,8.852319139206472620e-01,8.703043893762222316e-01
1.584892446223111619e+02,8.851995977617567180e-01,8.699884793235285185e-01
1.585292646323161421e+02,8.851672717215486319e-01,8.696678608929284682e-01
1.585692846423211506e+02,8.851349354914465062e-01,8.693424706379228040e-01
1.586093046523261592e+02,8.851025887538165327e-01,8.690122445510664040e-01
1.586493246623311677e+02,8.850702311817201240e-01,8.686771180648134028e-01
1.586893446723361762e+02,8.850378624386615600e-01,8.683370260525069551e-01
1.587293646823411564e+02,8.850054821783289727e-01,8.679919028295099981e-01
1.587693846923461649e+02,8.849730900443286696e-01,8.676416821544838953e-01
1.588094047023511735e+02,8.849406856699140178e-01,8.672862972308157392e-01
1.588494247123561820e+02,8.849082686777058893e-01,8.669256807081953120e-01
1.588894447223611905e+02,8.848758386794083330e-01,8.665597646843464785e-01
1.589294647323661707e+02,8.848433952755159204e-01,8.661884807069135661e-01
1.589694847423711792e+02,8.848109380550143177e-01,8.658117597755062844e-01
1.590095047523761878e+02,8.847784665950739758e-01,8.654295323439052945e-01
1.590495247623811963e+02,8.847459804607361589e-01,8.650417283224303144e-01
1.590895447723862048e+02,8.847134792045916463e-01,8.646482770804735374e-01
1.591295647823911850e+02,8.846809623664509958e-01,8.642491074492008041e-01
1.591695847923961935e+02,8.846484294730087017e-01,8.638441477244221955e-01
1.592096048024012021e+02,8.846158800374968045e-01,8.634333256696361536e-01
1.592496248124062106e+02,8.845833135593332841e-01,8.630165685192474623e-01
1.592896448224112191e+02,8.845507295237587941e-01,8.625938029819614217e-01
1.593296648324161993e+02,8.845181274014684014e-01,8.621649552443593212e-01
1.593696848424212078e+02,8.844855066482317785e-01,8.617299509746526587e-01
1.594097048524262163e+02,8.844528667045055137e-01,8.612887153266245432e-01
1.594497248624312249e+02,8.844202069950378720e-01,8.608411729437550619e-01
1.594897448724362334e+02,8.843875269284613427e-01,8.603872479635344961e-01
1.595297648824412136e+02,8.843548258968786380e-01,8.599268640219697168e-01
1.595697848924462221e+02,8.843221032754371436e-01,8.594599442582797622e-01
1.596098049024512306e+02,8.842893584218951553e-01,8.589864113197904771e-01
1.596498249124562392e+02,8.842565906761764571e-01,8.585061873670226662e-01
1.596898449224612193e+02,8.842237993599164625e-01,8.580191940789823057e-01
1.597298649324662279e+02,8.841909837759969193e-01,8.575253526586491537e-01
1.597698849424712364e+02,8.841581432080698466e-01,8.570245838386727488e-01
1.598099049524762449e+02,8.841252769200722561e-01,8.565168078872705815e-01
1.598499249624812251e+02,8.840923841557279950e-01,8.560019446143357635e-01
1.598899449724862336e+02,8.840594641380394858e-01,8.554799133777520881e-01
1.599299649824912422e+02,8.840265160687682533e-01,8.549506330899248052e-01
1.599699849924962507e+02,8.839935391279031274e-01,8.544140222245202310e-01
1.600100050025012592e+02,8.839605324731173441e-01,8.538699988234242921e-01
1.600500250125062394e+02,8.839274952392129903e-01,8.533184805039161214e-01
1.600900450225112479e+02,8.838944265375536791e-01,8.527593844660614764e-01
1.601300650325162565e+02,8.838613254554844589e-01,8.521926275003286477e-01
1.601700850425212650e+02,8.838281910557396204e-01,8.516181259954245242e-01
1.602101050525262735e+02,8.837950223758364032e-01,8.510357959463572541e-01
1.602501250625312537e+02,8.837618184274563804e-01,8.504455529627236166e-01
1.602901450725362622e+02,8.837285781958140740e-01,8.498473122772242094e-01
1.603301650825412707e+02,8.836953006390099175e-01,8.492409887544100089e-01
1.603701850925462793e+02,8.836619846873715600e-01,8.486264968996577451e-01
1.604102051025512878e+02,8.836286292427794065e-01,8.480037508683777592e-01
1.604502251125562680e+02,8.835952331779789448e-01,8.473726644754582260e-01
1.604902451225612765e+02,8.835617953358775312e-01,8.467331512049400821e-01
1.605302651325662850e+02,8.835283145288266304e-01,8.460851242199342037e-01
1.605702851425712936e+02,8.834947895378895133e-01,8.454284963727736191e-01
1.606103051525763021e+02,8.834612191120921887e-01,8.447631802154038638e-01
1.606503251625812823e+02,8.834276019676604585e-01,8.440890880100172522e-01
1.606903451725862908e+02,8.833939367872393200e-01,8.434061317399241808e-01
1.607303651825912993e+02,8.833602222190972686e-01,8.427142231206734557e-01
1.607703851925963079e+02,8.833264568763138369e-01,8.420132736114103178e-01
1.608104052026012880e+02,8.832926393359501471e-01,8.413031944264828255e-01
1.608504252126062966e+02,8.832587681382033651e-01,8.405838965472918201e-01
1.608904452226113051e+02,8.832248417855420586e-01,8.398552907343900253e-01
1.609304652326163136e+02,8.831908587418265677e-01,8.391172875398267283e-01
1.609704852426213222e+02,8.831568174314085029e-01,8.383697973197399289e-01
1.610105052526263023e+02,8.831227162382152551e-01,8.376127302471997327e-01
1.610505252626313109e+02,8.830885535048131896e-01,8.368459963252967704e-01
1.610905452726363194e+02,8.830543275314540752e-01,8.360695054004866344e-01
1.611305652826413279e+02,8.830200365751021963e-01,8.352831671761797860e-01
1.611705852926463081e+02,8.829856788484408137e-01,8.344868912265835936e-01
1.612106053026513166e+02,8.829512525188615291e-01,8.336805870107949490e-01
1.612506253126563251e+02,8.829167557074304451e-01,8.328641638871465691e-01
1.612906453226613337e+02,8.828821864878376724e-01,8.320375311278020991e-01
1.613306653326663422e+02,8.828475428853234108e-01,8.312005979336035688e-01
1.613706853426713224e+02,8.828128228755847129e-01,8.303532734491712031e-01
1.614107053526763309e+02,8.827780243836614860e-01,8.294954667782523661e-01
1.614507253626813394e+02,8.827431452827990688e-01,8.286270869993264121e-01
1.614907453726863480e+02,8.827081833932916011e-01,8.277480431814564499e-01
1.615307653826913565e+02,8.826731364813009684e-01,8.268582444003932386e-01
1.615707853926963367e+02,8.826380022576557627e-01,8.259575997549314375e-01
1.616108054027013452e+02,8.826027783766251522e-01,8.250460183835107708e-01
1.616508254127063537e+02,8.825674624346711017e-01,8.241234094810744315e-01
1.616908454227113623e+02,8.825320519691776111e-01,8.231896823161698462e-01
1.617308654327163708e+02,8.824965444571548634e-01,8.222447462482990188e-01
1.617708854427213510e+02,8.824609373139207236e-01,8.212885107455191180e-01
1.618109054527263595e+02,8.824252278917569248e-01,8.203208854022829843e-01
1.618509254627313680e+02,8.823894134785418286e-01,8.193417799575340998e-01
1.618909454727363766e+02,8.823534912963566512e-01,8.183511043130371476e-01
1.619309654827413851e+02,8.823174585000674863e-01,8.173487685519570389e-01
1.619709854927463653e+02,8.822813121758816823e-01,8.163346829576778596e-01
1.620110055027513738e+02,8.822450493398776850e-01,8.153087580328597372e-01
1.620510255127563823e+02,8.822086669365091227e-01,8.142709045187417338e-01
1.620910455227613909e+02,8.821721618370818030e-01,8.132210334146743325e-01
1.621310655327663710e+02,8.821355308382041738e-01,8.121590559978932866e-01
1.621710855427713796e+02,8.820987706602103628e-01,8.110848838435208430e-01
1.622111055527763881e+02,8.820618779455549063e-01,8.099984288448085490e-01
1.622511255627813966e+02,8.820248492571816090e-01,8.088996032336022157e-01
1.622911455727863768e+02,8.819876810768608744e-01,8.077883196010381406e-01
1.623311655827913853e+02,8.819503698035017214e-01,8.066644909184625956e-01
1.623711855927963938e+02,8.819129117514321603e-01,8.055280305585807987e-01
1.624112056028014024e+02,8.818753031486524785e-01,8.043788523168209359e-01
1.624512256128064109e+02,8.818375401350571074e-01,8.032168704329198938e-01
1.624912456228113911e+02,8.817996187606272906e-01,8.020419996127251538e-01
1.625312656328163996e+02,8.817615349835945526e-01,8.008541550502071837e-01
1.625712856428214081e+02,8.817232846685707504e-01,7.996532524496887673e-01
1.626113056528264167e+02,8.816848635846507021e-01,7.984392080482762832e-01
1.626513256628314252e+02,8.816462674034802882e-01,7.972119386384975970e-01
1.626913456728364054e+02,8.816074916972956865e-01,7.959713615911440110e-01
1.627313656828414139e+02,8.815685319369285233e-01,7.947173948783036179e-01
1.627713856928464224e+02,8.815293834897799385e-01,7.934499570966009330e-01
1.628114057028514310e+02,8.814900416177624543e-01,7.921689674906187140e-01
1.628514257128564395e+02,8.814505014752075374e-01,7.908743459765107398e-01
1.628914457228614197e+02,8.814107581067416319e-01,7.895660131658022163e-01
1.629314657328664282e+02,8.813708064451271085e-01,7.882438903893629334e-01
1.629714857428714367e+02,8.813306413090707947e-01,7.869078997215689375e-01
1.630115057528764453e+02,8.812902574009977563e-01,7.855579640046270740e-01
1.630515257628814538e+02,8.812496493047901058e-01,7.841940068730720581e-01
1.630915457728864340e+02,8.812088114834927266e-01,7.828159527784297467e-01
1.631315657828914425e+02,8.811677382769815825e-01,7.814237270140339531e-01
1.631715857928964510e+02,8.811264238995997200e-01,7.800172557400107953e-01
1.632116058029014596e+02,8.810848624377545235e-01,7.785964660084024880e-01
1.632516258129064681e+02,8.810430478474817750e-01,7.771612857884445669e-01
1.632916458229114482e+02,8.810009739519717442e-01,7.757116439919836681e-01
1.633316658329164568e+02,8.809586344390597512e-01,7.742474704990274237e-01
1.633716858429214653e+02,8.809160228586802033e-01,7.727686961834377977e-01
1.634117058529264739e+02,8.808731326202825507e-01,7.712752529387389977e-01
1.634517258629314540e+02,8.808299569902117154e-01,7.697670737040558375e-01
1.634917458729364625e+02,8.807864890890493292e-01,7.682440924901595691e-01
1.635317658829414711e+02,8.807427218889184450e-01,7.667062444056376158e-01
1.635717858929464796e+02,8.806986482107503900e-01,7.651534656831572301e-01
1.636118059029514598e+02,8.806542607215119833e-01,7.635856937058350669e-01
1.636518259129564683e+02,8.806095519313965614e-01,7.620028670336953525e-01
1.636918459229614768e+02,8.805645141909741458e-01,7.604049254302268634e-01
1.637318659329664854e+02,8.805191396883051969e-01,7.587918098890110707e-01
1.637718859429714939e+02,8.804734204460124003e-01,7.571634626604325513e-01
1.638119059529764741e+02,8.804273483183163718e-01,7.555198272784598990e-01
1.638519259629814826e+02,8.803809149880295060e-01,7.538608485874838117e-01
1.638919459729864911e+02,8.803341119635116341e-01,7.521864727692252339e-01
1.639319659829914997e+02,8.802869305755856022e-01,7.504966473696835783e-01
1.639719859929965082e+02,8.802393619744124376e-01,7.487913213261333523e-01
1.640120060030014884e+02,8.801913971263276570e-01,7.470704449941613090e-01
1.640520260130064969e+02,8.801430268106360533e-01,7.453339701747264678e-01
1.640920460230115054e+02,8.800942416163669568e-01,7.435818501412583270e-01
1.641320660330165140e+02,8.800450319389893084e-01,7.418140396667596281e-01
1.641720860430215225e+02,8.799953879770852083e-01,7.400304950509251078e-01
1.642121060530265027e+02,8.799452997289843870e-01,7.382311741472650235e-01
1.642521260630315112e+02,8.798947569893557086e-01,7.364160363902165773e-01
1.642921460730365197e+02,8.798437493457612613e-01,7.345850428222581163e-01
1.643321660830415283e+02,8.797922661751654827e-01,7.327381561209912464e-01
1.643721860930465368e+02,8.797402966404076485e-01,7.308753406262038510e-01
1.644122061030515169e+02,8.796878296866301739e-01,7.289965623668981376e-01
1.644522261130565255e+02,8.796348540376672798e-01,7.271017890882724988e-01
1.644922461230615340e+02,8.795813581923941360e-01,7.251909902786659590e-01
1.645322661330665426e+02,8.795273304210321497e-01,7.232641371964331212e-01
1.645722861430715227e+02,8.794727587614159514e-01,7.213212028967626033e-01
1.646123061530765312e+02,8.794176310152185261e-01,7.193621622584136510e-01
1.646523261630815398e+02,8.793619347441352652e-01,7.173869920103856934e-01
1.646923461730865483e+02,8.793056572660288284e-01,7.153956707584873120e-01
1.647323661830915569e+02,8.792487856510310396e-01,7.133881790118110633e-01
1.647723861930965370e+02,8.791913067176067020e-01,7.113644992091068264e-01
1.648124062031015455e+02,8.791332070285755584e-01,7.093246157450320277e-01
1.648524262131065541e+02,8.790744728870947267e-01,7.072685149962941731e-01
1.648924462231115626e+02,8.790150903326003906e-01,7.051961853476494957e-01
1.649324662331165428e+02,8.789550451367110773e-01,7.031076172177708195e-01
1.649724862431215513e+02,8.788943227990891893e-01,7.010028030849582148e-01
1.650125062531265598e+02,8.788329085432649013e-01,6.988817375127086562e-01
1.650525262631315684e+02,8.787707873124201985e-01,6.967444171751069337e-01
1.650925462731365769e+02,8.787079437651332814e-01,6.945908408820481439e-01
1.651325662831415571e+02,8.786443622710858881e-01,6.924210096042801021e-01
1.651725862931465656e+02,8.785800269067306489e-01,6.902349264982449162e-01
1.652126063031515741e+02,8.785149214509208049e-01,6.880325969307368172e-01
1.652526263131565827e+02,8.784490293805037320e-01,6.858140285033359485e-01
1.652926463231615912e+02,8.783823338658742763e-01,6.835792310766302116e-01
1.653326663331665713e+02,8.783148177664940048e-01,6.813282167942124046e-01
1.653726863431715799e+02,8.782464636263717095e-01,6.790610001064312229e-01
1.654127063531765884e+02,8.781772536695096054e-01,6.767775977939156640e-01
1.654527263631815970e+02,8.781071697953122257e-01,6.744780289908269832e-01
1.654927463731866055e+02,8.780361935739614543e-01,6.721623152078567420e-01
1.655327663831915856e+02,8.779643062417561428e-01,6.698304803549531838e-01
1.655727863931965942e+02,8.778914886964180875e-01,6.674825507637566213e-01
1.656128064032016027e+02,8.778177214923641447e-01,6.651185552097623743e-01
1.656528264132066113e+02,8.777429848359450393e-01,6.627385249341655182e-01
1.656928464232116198e+02,8.776672585806533089e-01,6.603424936654080923e-01
1.657328664332165999e+02,8.775905222222969426e-01,6.579304976404046768e-01
1.657728864432216085e+02,8.775127548941444866e-01,6.555025756254357905e-01
1.658129064532266170e+02,8.774339353620387305e-01,6.530587689367204351e-01
1.658529264632316256e+02,8.773540420194798628e-01,6.505991214606251516e-01
1.658929464732366057e+02,8.772730528826822027e-01,6.481236796735315719e-01
1.659329664832416142e+02,8.771909455855991800e-01,6.456324926613271620e-01
1.659729864932466228e+02,8.771076973749253325e-01,6.431256121385420244e-01
1.660130065032516313e+02,8.770232851050676626e-01,6.406030924670860216e-01
1.660530265132566399e+02,8.769376852330944550e-01,6.380649906746035382e-01
1.660930465232616200e+02,8.768508738136581160e-01,6.355113664724285627e-01
1.661330665332666285e+02,8.767628264938936988e-01,6.329422822731212150e-01
1.661730865432716371e+02,8.766735185082964454e-01,6.303578032076048165e-01
1.662131065532766456e+02,8.765829246735754587e-01,6.277579971418572047e-01
1.662531265632816257e+02,8.764910193834883900e-01,6.251429346931781650e-01
1.662931465732866343e+02,8.763977766036544770e-01,6.225126892460000061e-01
1.663331665832916428e+02,8.763031698663508173e-01,6.198673369672631495e-01
1.663731865932966514e+02,8.762071722652907679e-01,6.172069568213112145e-01
1.664132066033016599e+02,8.761097564503842472e-01,6.145316305843244731e-01
1.664532266133066400e+02,8.760108946224857140e-01,6.118414428582730213e-01
1.664932466233116486e+02,8.759105585281256046e-01,6.091364810843722388e-01
1.665332666333166571e+02,8.758087194542309994e-01,6.064168355560608514e-01
1.665732866433216657e+02,8.757053482228338570e-01,6.036825994314540811e-01
1.666133066533266742e+02,8.756004151857698092e-01,6.009338687452931982e-01
1.666533266633316543e+02,8.754938902193676320e-01,5.981707424203719370e-01
1.666933466733366629e+02,8.753857427191323870e-01,5.953933222784244528e-01
1.667333666833416714e+02,8.752759415944220134e-01,5.926017130504936947e-01
1.667733866933466800e+02,8.751644552631198115e-01,5.897960223867324547e-01
1.668134067033516885e+02,8.750512516463042623e-01,5.869763608656626275e-01
1.668534267133566686e+02,8.749362981629174030e-01,5.841428420028691448e-01
1.668934467233616772e+02,8.748195617244334255e-01,5.812955822591159283e-01
1.669334667333666857e+02,8.747010087295298275e-01,5.784347010479029549e-01
1.669734867433716943e+02,8.745806050587612290e-01,5.755603207424186962e-01
1.670135067533767028e+02,8.744583160692396273e-01,5.726725666819090232e-01
1.670535267633816829e+02,8.743341065893204256e-01,5.697715671774463697e-01
1.670935467733866915e+02,8.742079409132986756e-01,5.668574535170820550e-01
1.671335667833917000e+02,8.740797827961148680e-01,5.639303599704021952e-01
1.671735867933967086e+02,8.739495954480741569e-01,5.609904237924454584e-01
1.672136068034016887e+02,8.738173415295791280e-01,5.580377852270006489e-01
1.672536268134066972e+02,8.736829831458791107e-01,5.550725875092601402e-01
1.672936468234117058e+02,8.735464818418394728e-01,5.520949768678510283e-01
1.673336668334167143e+02,8.734077985967280133e-01,5.491051025261970420e-01
1.673736868434216944e+02,8.732668938190271124e-01,5.461031167032395217e-01
1.674137068534267030e+02,8.731237273412678634e-01,5.430891746134847153e-01
1.674537268634317115e+02,8.729782584148922941e-01,5.400634344664058117e-01
1.674937468734367201e+02,8.728304457051446752e-01,5.370260574651517516e-01
1.675337668834417286e+02,8.726802472859914728e-01,5.339772078045874615e-01
1.675737868934467087e+02,8.725276206350782715e-01,5.309170526686520786e-01
1.676138069034517173e+02,8.723725226287183387e-01,5.278457622270160687e-01
1.676538269134567258e+02,8.722149095369226002e-01,5.247635096310663272e-01
1.676938469234617344e+02,8.720547370184674740e-01,5.216704710091706332e-01
1.677338669334667429e+02,8.718919601160064481e-01,5.185668254612483263e-01
1.677738869434717230e+02,8.717265332512266207e-01,5.154527550526322166e-01
1.678139069534767316e+02,8.715584102200527594e-01,5.123284448072069619e-01
1.678539269634817401e+02,8.713875441879019856e-01,5.091940826998515579e-01
1.678939469734867487e+02,8.712138876849903069e-01,5.060498596481366462e-01
1.679339669834917572e+02,8.710373926016958812e-01,5.028959695033102806e-01
1.679739869934967373e+02,8.708580101839786813e-01,4.997326090405504462e-01
1.680140070035017459e+02,8.706756910288614426e-01,4.965599779484767828e-01
1.680540270135067544e+02,8.704903850799756704e-01,4.933782788179465473e-01
1.680940470235117630e+02,8.703020416231707079e-01,4.901877171300889069e-01
1.681340670335167715e+02,8.701106092821946358e-01,4.869885012436082627e-01
1.681740870435217516e+02,8.699160360144452264e-01,4.837808423813423353e-01
1.682141070535267602e+02,8.697182691067965044e-01,4.805649546160612462e-01
1.682541270635317687e+02,8.695172551715022458e-01,4.773410548555388488e-01
1.682941470735367773e+02,8.693129401421814118e-01,4.741093628268497340e-01
1.683341670835417858e+02,8.691052692698852944e-01,4.708701010599232739e-01
1.683741870935467659e+02,8.688941871192524813e-01,4.676234948703416605e-01
1.684142071035517745e+02,8.686796375647531931e-01,4.643697723413701128e-01
1.684542271135567830e+02,8.684615637870261029e-01,4.611091643052507849e-01
1.684942471235617916e+02,8.682399082693121883e-01,4.578419043237146324e-01
1.685342671335667717e+02,8.680146127939855072e-01,4.545682286677471540e-01
1.685742871435717802e+02,8.677856184391878891e-01,4.512883762965792522e-01
1.686143071535767888e+02,8.675528655755690988e-01,4.480025888359401298e-01
1.686543271635817973e+02,8.673162938631345797e-01,4.447111105555263677e-01
1.686943471735867774e+02,8.670758422482068850e-01,4.414141883457239901e-01
1.687343671835917860e+02,8.668314489605000173e-01,4.381120716935547055e-01
1.687743871935967945e+02,8.665830515103155607e-01,4.348050126578881791e-01
1.688144072036018031e+02,8.663305866858586057e-01,4.314932658438694335e-01
1.688544272136068116e+02,8.660739905506797953e-01,4.281770883766016222e-01
1.688944472236117917e+02,8.658131984412471560e-01,4.248567398740712986e-01
1.689344672336168003e+02,8.655481449646482695e-01,4.215324824193083519e-01
1.689744872436218088e+02,8.652787639964318878e-01,4.182045805318150844e-01
1.690145072536268174e+02,8.650049886785851072e-01,4.148733011382215730e-01
1.690545272636318259e+02,8.647267514176562031e-01,4.115389135422045652e-01
1.690945472736368060e+02,8.644439838830232370e-01,4.082016893936592505e-01
1.691345672836418146e+02,8.641566170053118778e-01,4.048619026571178003e-01
1.691745872936468231e+02,8.638645809749694315e-01,4.015198295794504268e-01
1.692146073036518317e+02,8.635678052409935246e-01,3.981757486568063276e-01
1.692546273136568402e+02,8.632662185098237684e-01,3.948299406008347057e-01
1.692946473236618203e+02,8.629597487443975146e-01,3.914826883041744310e-01
1.693346673336668289e+02,8.626483231633736981e-01,3.881342768052094550e-01
1.693746873436718374e+02,8.623318682405297642e-01,3.847849932521256178e-01
1.694147073536768460e+02,8.620103097043342322e-01,3.814351268662284355e-01
1.694547273636818545e+02,8.616835725376980060e-01,3.780849689045617246e-01
1.694947473736868346e+02,8.613515809779100918e-01,3.747348126218208453e-01
1.695347673836918432e+02,8.610142585167601670e-01,3.713849532315521840e-01
1.695747873936968517e+02,8.606715279008522179e-01,3.680356878666830589e-01
1.696148074037018603e+02,8.603233111321128002e-01,3.646873155393385302e-01
1.696548274137068404e+02,8.599695294684976954e-01,3.613401370999886897e-01
1.696948474237118489e+02,8.596101034249001849e-01,3.579944551959075572e-01
1.697348674337168575e+02,8.592449527742683779e-01,3.546505742289840502e-01
1.697748874437218660e+02,8.588739965489282646e-01,3.513088003128471692e-01
1.698149074537268746e+02,8.584971530421239283e-01,3.479694412293481420e-01
1.698549274637318547e+02,8.581143398097736963e-01,3.446328063843931977e-01
1.698949474737368632e+02,8.577254736724477802e-01,3.412992067631256399e-01
1.699349674837418718e+02,8.573304707175716244e-01,3.379689548844971858e-01
1.699749874937468803e+02,8.569292463018587380e-01,3.346423647551931557e-01
1.700150075037518604e+02,8.565217150539747859e-01,3.313197518229543670e-01
1.700550275137568690e+02,8.561077908774382683e-01,3.280014329292786357e-01
1.700950475237618775e+02,8.556873869537651167e-01,3.246877262615472937e-01
1.701350675337668861e+02,8.552604157458520984e-01,3.213789513045375301e-01
1.701750875437718946e+02,8.548267890016127968e-01,3.180754287913697409e-01
1.702151075537768747e+02,8.543864177578622821e-01,3.147774806538807812e-01
1.702551275637818833e+02,8.539392123444576876e-01,3.114854299724277853e-01
1.702951475737868918e+02,8.534850823887003557e-01,3.081996009251649626e-01
1.703351675837919004e+02,8.530239368199973304e-01,3.049203187367549583e-01
1.703751875937969089e+02,8.525556838747917476e-01,3.016479096265650695e-01
1.704152076038018890e+02,8.520802311017623420e-01,2.983827007563421008e-01
1.704552276138068976e+02,8.515974853672962919e-01,2.951250201773710780e-01
1.704952476238119061e+02,8.511073528612413952e-01,2.918751967771574529e-01
1.705352676338169147e+02,8.506097391029375787e-01,2.886335602256031585e-01
1.705752876438219232e+02,8.501045489475322903e-01,2.854004409207195891e-01
1.706153076538269033e+02,8.495916865925865480e-01,2.821761699338806162e-01
1.706553276638319119e+02,8.490710555849685370e-01,2.789610789546128622e-01
1.706953476738369204e+02,8.485425588280466336e-01,2.757555002349723061e-01
1.707353676838419290e+02,8.480060985891771930e-01,2.725597665334741349e-01
1.707753876938469375e+02,8.474615765074954288e-01,2.693742110586204719e-01
1.708154077038519176e+02,8.469088936020116032e-01,2.661991674120298690e-01
1.708554277138569262e+02,8.463479502800131948e-01,2.630349695311691161e-01
1.708954477238619347e+02,8.457786463457825921e-01,2.598819516317347755e-01
1.709354677338669433e+02,8.452008810096259817e-01,2.567404481496526891e-01
1.709754877438719234e+02,8.446145528972207606e-01,2.536107936827446396e-01
